ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
5552	Indonesian Corpus	cited_context | citing_context	CASA	https://doi.org/10.18653/v1/2020.aacl-main.85 (2020)	https://doi.org/10.1109/IALP.2018.8629181 (2018)	The CASA dataset is primarily used for aspect-based sentiment analysis and part-of-speech (POS) tagging in Indonesian text. It is employed to train and evaluate models for detecting aspects and classifying sentiments in reviews, particularly car reviews, using deep neural networks. Additionally, it enhances fine-grained sentiment analysis and improves syntactic analysis, supporting various downstream NLP tasks.; The CASA dataset is primarily used for training and evaluating natural language processing (NLP) models in Indonesian. It supports POS tagging, enhancing syntactic analysis, and is applied for aspect-based sentiment analysis in reviews, particularly car reviews. Deep neural networks are used to detect aspects and classify sentiments, improving fine-grained and overall sentiment analysis. The dataset enables researchers to develop more accurate and contextually relevant NLP models for Indonesian text.		not released	4	it is a dataset but did not provide url	Written	Sentiment Analysis
5617	Indonesian Corpus	cited_context | citing_context	HoASA	https://doi.org/10.18653/v1/2020.aacl-main.85 (2020), https://doi.org/10.48550/arXiv.2212.09648 (2022)	https://doi.org/10.1109/ICEEI47359.2019.8988898 (2019)	The HoASA dataset is primarily used for aspect-based sentiment analysis and part-of-speech tagging in Indonesian text. It is applied to identify and classify sentiments associated with specific aspects in reviews, using methods like convolutional neural networks and extreme gradient boosting. Additionally, it trains and evaluates sentiment analysis models for classifying positive, negative, and neutral sentiments, as well as POS taggers for accurate labeling of parts of speech.; The HoASA dataset is primarily used for aspect-based sentiment analysis of hotel reviews in Indonesian, employing methodologies such as convolutional neural networks and extreme gradient boosting to categorize aspects and sentiments. It is also utilized for training and evaluating POS tagging and NER systems, enhancing the accuracy of part-of-speech labeling and named entity recognition in Indonesian text. This dataset supports research in improving sentiment analysis, aspect categorization, and linguistic processing for Indonesian language applications.		not released	4	it is a dataset but did not provide url	Written	Sentiment Analysis
5616	Indonesian Corpus	citing_context	Hate Speech Twitter Expert Manual	https://doi.org/10.14569/ijacsa.2023.01406125 (2023)	https://doi.org/10.29207/resti.v5i6.3521 (2021)	The 'Hate Speech Twitter Expert Manual' dataset is used to detect hate speech on Twitter in Indonesia. Researchers employ GloVe embeddings for feature expansion to enhance classification accuracy. This dataset specifically supports the development and evaluation of machine learning models aimed at identifying hate speech, leveraging its annotated content to improve model performance.		not released	4	it is a dataset, but the paper did not provide url	Written	Sentiment Analysis
5585	Indonesian Corpus	cited_context | citing_context	FactQA	https://doi.org/10.48550/arXiv.2310.04928 (2023)	https://doi.org/10.1162/tacl_a_00317 (2020), https://www.semanticscholar.org/paper/57dff08efcb9e2d6417a1e851a23109e03bf0c56 (2007)	The FactQA dataset is used to evaluate and benchmark machine reading comprehension and question-answering systems in Indonesian, focusing on factual questions over news and Wikipedia documents. It assesses model accuracy, the ability to handle complex questions, and cross-lingual transfer, enabling researchers to compare performance across typologically diverse languages.; The FactQA dataset is primarily used to assess and benchmark machine reading comprehension and question-answering systems in Indonesian, focusing on factual questions and context understanding. It is applied over news and Wikipedia documents to evaluate cross-lingual performance and information extraction capabilities, enabling researchers to test complex question types and multilingual model performance.		not released	4	it is a dataset, but the paper did not provide URL	Written	Question Answering
5549	Indonesian Corpus	cited_context | citing_context	BPPT Medical Speech Corpus	https://doi.org/10.11591/ijai.v13.i2.pp1762-1772 (2024), https://doi.org/10.1109/CENIM56801.2022.10037479 (2022)	https://doi.org/10.1109/ICoICT52021.2021.9527450 (2021)	The BPPT Medical Speech Corpus is used to train and evaluate Automatic Speech Recognition (ASR) models specifically for transcribing medical records in Indonesian. Researchers assess the corpus's effectiveness in enhancing ASR accuracy within medical contexts, focusing on the unique linguistic and technical challenges of medical speech data. This dataset enables the development and refinement of ASR systems tailored to the Indonesian healthcare sector.; The BPPT Medical Speech Corpus is used to evaluate Automatic Speech Recognition (ASR) systems for medical record transcription, specifically focusing on the accuracy and performance of speech recognition in Indonesian medical contexts. This dataset enables researchers to assess how well ASR systems can transcribe medical speech, providing insights into their effectiveness in real-world healthcare settings.		not released	4	it is a speech dataset, but the paper did not provide the url	Speech	Speech Recognition/Understanding
6	Akan Corpus	citing_context	Akan language dataset	https://doi.org/10.48550/arXiv.2502.10973 (2025), https://www.semanticscholar.org/paper/d8e6c45b1504089cdde501164d0bb557ac544dfb (2025)	https://doi.org/10.48550/arXiv.2503.19642 (2025)	The Akan language dataset is used to study cultural variation in emotion perception within a broader set of 15 African languages and to evaluate the performance of a base model in Akan compared to an English model, focusing on model generalization capabilities. This dataset enables researchers to explore linguistic and cultural nuances in emotion perception and machine learning model effectiveness across languages.	https://doi.org/10.48550/arXiv.2503.19642	not released	4	not released	Written	Sentiment Analysis
138	Assamese Corpus	cited_context	Assamese-English corpus	https://doi.org/10.1109/GCAT55367.2022.9972085 (2022)	https://doi.org/10.1007/978-981-33-4084-8_4 (2021)	The Assamese-English corpus is used for evaluating and training neural machine translation (NMT) models, specifically in the context of low-resource Assamese-English translation. Researchers employ this dataset to compare the performance of different NMT systems, including a sequence-to-sequence RNN with attention and a transformer model. The dataset's focus on low-resource settings enables the assessment of these models' effectiveness in handling less common language pairs.	https://link.springer.com/chapter/10.1007/978-981-33-4084-8_4	not released	4	not released	Written	Machine Translation
133	Assamese Corpus	citing_context	AHTID-MW (2015)	https://doi.org/10.1109/ACCESS.2023.3301564 (2023)	https://www.semanticscholar.org/paper/05582b1f331e736677f601625ef8668032984ea2 (2005)	The AHTID-MW (2015) dataset is used to train and evaluate machine learning models for Assamese language processing, specifically focusing on handwriting recognition and text classification tasks. This dataset enables researchers to develop and test algorithms that can accurately recognize handwritten Assamese text and classify Assamese text into various categories, enhancing the performance and reliability of Assamese language processing systems.	https://ieeexplore.ieee.org/document/6424426	not released	4	not released	Written	Handwriting Recognition
132	Assamese Corpus	citing_context	8,000 Tourism domain parallel sentences	https://doi.org/10.1145/3469721 (2021)	https://doi.org/10.5120/17522-8084 (2014)	The 8,000 Tourism domain parallel sentences dataset is used to train and evaluate Assamese to English statistical machine translation systems. Research focuses on assessing the impact of dataset size and domain specificity on translation performance. This dataset enables researchers to investigate how domain-specific data influences the accuracy and effectiveness of machine translation models.	https://doi.org/10.5120/17522-8084	not released	4	not released	Written	Machine Translation
141	Assamese Corpus	cited_context	Assamese OCR corpus	https://doi.org/10.1109/ICFHR-2018.2018.00063 (2018)	https://doi.org/10.1145/2432553.2432566 (2012)	The Assamese OCR corpus is used to develop and improve OCR systems for the Assamese language. It focuses on collecting data for 182 unique, frequently occurring words to enhance OCR accuracy. Researchers analyze the frequency of selected BU sets in Assamese text, which helps in refining the OCR system's performance on common linguistic elements. This dataset enables targeted improvements in Assamese language processing and recognition.	https://dl.acm.org/doi/10.1145/2432553.2432566	not released	4	not released	Written	OCR
140	Assamese Corpus	cited_context | citing_context	Assamese language dataset	https://doi.org/10.1088/1757-899X/1070/1/012055 (2021), https://doi.org/10.3115/1667583.1667595 (2009)	https://doi.org/10.1007/978-3-030-42363-6_15 (2019), https://doi.org/10.1145/1386869.1386871 (2008)	The Assamese language dataset is used to extract event information from Facebook posts by leveraging reports from Assamese news portals. This involves detecting and analyzing events from social media content, employing natural language processing techniques to identify and categorize events. The dataset's relevance lies in its ability to bridge social media data with traditional news sources, enhancing the accuracy of event detection in regional languages.; The Assamese language dataset is used to study morphological patterns and train a morphological tagger, specifically utilizing a large text corpus from the Assamese daily Asomiya Pratidin. This dataset enables researchers to analyze morphological structures and develop tagging models tailored to the genre of daily newspaper articles.	https://dl.acm.org/doi/10.1145/1386869.1386871	not released	4	not released	Written	Parsing and Tagging
